[0] :::MLLOG {"namespace": "", "time_ms": 0, "event_type": "POINT_IN_TIME", "key": "gradient_accumulation_steps", "value": 1, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 0}}
[38] :::MLLOG {"namespace": "", "time_ms": 1621346995265, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[32] :::MLLOG {"namespace": "", "time_ms": 1621346995422, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[39] :::MLLOG {"namespace": "", "time_ms": 1621346995265, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[38] :::MLLOG {"namespace": "", "time_ms": 1621346995422, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[39] :::MLLOG {"namespace": "", "time_ms": 1621346995422, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[34] :::MLLOG {"namespace": "", "time_ms": 1621346995265, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[34] :::MLLOG {"namespace": "", "time_ms": 1621346995422, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[49] :::MLLOG {"namespace": "", "time_ms": 1621346997857, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[50] :::MLLOG {"namespace": "", "time_ms": 1621346997857, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[51] :::MLLOG {"namespace": "", "time_ms": 1621346997857, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[52] :::MLLOG {"namespace": "", "time_ms": 1621346997857, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[54] :::MLLOG {"namespace": "", "time_ms": 1621346997857, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[55] :::MLLOG {"namespace": "", "time_ms": 1621346997857, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[53] :::MLLOG {"namespace": "", "time_ms": 1621346997857, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[52] :::MLLOG {"namespace": "", "time_ms": 1621346997984, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[50] :::MLLOG {"namespace": "", "time_ms": 1621346997984, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[55] :::MLLOG {"namespace": "", "time_ms": 1621346997984, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[49] :::MLLOG {"namespace": "", "time_ms": 1621346997984, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[51] :::MLLOG {"namespace": "", "time_ms": 1621346997984, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[54] :::MLLOG {"namespace": "", "time_ms": 1621346997984, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[53] :::MLLOG {"namespace": "", "time_ms": 1621346997984, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[48] :::MLLOG {"namespace": "", "time_ms": 1621346997857, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[48] :::MLLOG {"namespace": "", "time_ms": 1621346997984, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[8] :::MLLOG {"namespace": "", "time_ms": 1621346997992, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[9] :::MLLOG {"namespace": "", "time_ms": 1621346997993, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[10] :::MLLOG {"namespace": "", "time_ms": 1621346997992, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[15] :::MLLOG {"namespace": "", "time_ms": 1621346997992, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[8] :::MLLOG {"namespace": "", "time_ms": 1621346998136, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[9] :::MLLOG {"namespace": "", "time_ms": 1621346998136, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[10] :::MLLOG {"namespace": "", "time_ms": 1621346998136, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[12] :::MLLOG {"namespace": "", "time_ms": 1621346997992, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[13] :::MLLOG {"namespace": "", "time_ms": 1621346997992, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[15] :::MLLOG {"namespace": "", "time_ms": 1621346998136, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[12] :::MLLOG {"namespace": "", "time_ms": 1621346998136, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[13] :::MLLOG {"namespace": "", "time_ms": 1621346998136, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[14] :::MLLOG {"namespace": "", "time_ms": 1621346997992, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[11] :::MLLOG {"namespace": "", "time_ms": 1621346997992, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[14] :::MLLOG {"namespace": "", "time_ms": 1621346998136, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[11] :::MLLOG {"namespace": "", "time_ms": 1621346998136, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[63] :::MLLOG {"namespace": "", "time_ms": 1621346998092, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[59] :::MLLOG {"namespace": "", "time_ms": 1621346998092, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[63] :::MLLOG {"namespace": "", "time_ms": 1621346998199, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[58] :::MLLOG {"namespace": "", "time_ms": 1621346998092, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[59] :::MLLOG {"namespace": "", "time_ms": 1621346998199, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[56] :::MLLOG {"namespace": "", "time_ms": 1621346998092, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[57] :::MLLOG {"namespace": "", "time_ms": 1621346998092, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[58] :::MLLOG {"namespace": "", "time_ms": 1621346998199, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[57] :::MLLOG {"namespace": "", "time_ms": 1621346998199, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[60] :::MLLOG {"namespace": "", "time_ms": 1621346998092, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[56] :::MLLOG {"namespace": "", "time_ms": 1621346998199, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[60] :::MLLOG {"namespace": "", "time_ms": 1621346998200, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[61] :::MLLOG {"namespace": "", "time_ms": 1621346998092, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[62] :::MLLOG {"namespace": "", "time_ms": 1621346998092, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[61] :::MLLOG {"namespace": "", "time_ms": 1621346998200, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[62] :::MLLOG {"namespace": "", "time_ms": 1621346998200, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[19] :::MLLOG {"namespace": "", "time_ms": 1621346998115, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[23] :::MLLOG {"namespace": "", "time_ms": 1621346998115, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[17] :::MLLOG {"namespace": "", "time_ms": 1621346998115, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[20] :::MLLOG {"namespace": "", "time_ms": 1621346998115, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[22] :::MLLOG {"namespace": "", "time_ms": 1621346998115, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[23] :::MLLOG {"namespace": "", "time_ms": 1621346998248, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[17] :::MLLOG {"namespace": "", "time_ms": 1621346998248, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[19] :::MLLOG {"namespace": "", "time_ms": 1621346998248, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[20] :::MLLOG {"namespace": "", "time_ms": 1621346998248, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[21] :::MLLOG {"namespace": "", "time_ms": 1621346998115, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[22] :::MLLOG {"namespace": "", "time_ms": 1621346998248, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[16] :::MLLOG {"namespace": "", "time_ms": 1621346998115, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[18] :::MLLOG {"namespace": "", "time_ms": 1621346998115, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[21] :::MLLOG {"namespace": "", "time_ms": 1621346998248, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[16] :::MLLOG {"namespace": "", "time_ms": 1621346998248, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[18] :::MLLOG {"namespace": "", "time_ms": 1621346998248, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[24] :::MLLOG {"namespace": "", "time_ms": 1621346998244, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[25] :::MLLOG {"namespace": "", "time_ms": 1621346998244, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[27] :::MLLOG {"namespace": "", "time_ms": 1621346998244, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[28] :::MLLOG {"namespace": "", "time_ms": 1621346998244, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[31] :::MLLOG {"namespace": "", "time_ms": 1621346998244, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[29] :::MLLOG {"namespace": "", "time_ms": 1621346998244, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[24] :::MLLOG {"namespace": "", "time_ms": 1621346998380, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[25] :::MLLOG {"namespace": "", "time_ms": 1621346998380, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[28] :::MLLOG {"namespace": "", "time_ms": 1621346998380, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[31] :::MLLOG {"namespace": "", "time_ms": 1621346998380, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[26] :::MLLOG {"namespace": "", "time_ms": 1621346998244, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[27] :::MLLOG {"namespace": "", "time_ms": 1621346998380, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[29] :::MLLOG {"namespace": "", "time_ms": 1621346998380, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[30] :::MLLOG {"namespace": "", "time_ms": 1621346998244, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[26] :::MLLOG {"namespace": "", "time_ms": 1621346998380, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[30] :::MLLOG {"namespace": "", "time_ms": 1621346998380, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[41] :::MLLOG {"namespace": "", "time_ms": 1621346998280, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[42] :::MLLOG {"namespace": "", "time_ms": 1621346998280, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[41] :::MLLOG {"namespace": "", "time_ms": 1621346998401, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[44] :::MLLOG {"namespace": "", "time_ms": 1621346998280, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[46] :::MLLOG {"namespace": "", "time_ms": 1621346998280, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[42] :::MLLOG {"namespace": "", "time_ms": 1621346998401, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[43] :::MLLOG {"namespace": "", "time_ms": 1621346998280, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[45] :::MLLOG {"namespace": "", "time_ms": 1621346998280, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[46] :::MLLOG {"namespace": "", "time_ms": 1621346998401, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[43] :::MLLOG {"namespace": "", "time_ms": 1621346998401, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[44] :::MLLOG {"namespace": "", "time_ms": 1621346998401, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[47] :::MLLOG {"namespace": "", "time_ms": 1621346998280, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[45] :::MLLOG {"namespace": "", "time_ms": 1621346998401, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[40] :::MLLOG {"namespace": "", "time_ms": 1621346998280, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 677}}
[47] :::MLLOG {"namespace": "", "time_ms": 1621346998401, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[40] :::MLLOG {"namespace": "", "time_ms": 1621346998402, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 679}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347013290, "event_type": "POINT_IN_TIME", "key": "train_samples", "value": 4195197692, "metadata": {"file": "/admin/home/daisyden/0518/dlrm/dlrm_data_pytorch.py", "lineno": 436}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347013290, "event_type": "POINT_IN_TIME", "key": "eval_samples", "value": 89137319, "metadata": {"file": "/admin/home/daisyden/0518/dlrm/dlrm_data_pytorch.py", "lineno": 453}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347075567, "event_type": "POINT_IN_TIME", "key": "submission_benchmark", "value": "dlrm", "metadata": {"file": "/admin/home/daisyden/0518/dlrm/mlperf_logger.py", "lineno": 88}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347075575, "event_type": "POINT_IN_TIME", "key": "submission_org", "value": "reference_implementation", "metadata": {"file": "/admin/home/daisyden/0518/dlrm/mlperf_logger.py", "lineno": 93}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347075575, "event_type": "POINT_IN_TIME", "key": "submission_division", "value": "closed", "metadata": {"file": "/admin/home/daisyden/0518/dlrm/mlperf_logger.py", "lineno": 97}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347075575, "event_type": "POINT_IN_TIME", "key": "submission_status", "value": "onprem", "metadata": {"file": "/admin/home/daisyden/0518/dlrm/mlperf_logger.py", "lineno": 101}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347075575, "event_type": "POINT_IN_TIME", "key": "submission_platform", "value": "reference_implementation", "metadata": {"file": "/admin/home/daisyden/0518/dlrm/mlperf_logger.py", "lineno": 105}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347075575, "event_type": "POINT_IN_TIME", "key": "submission_entry", "value": "reference_implementation", "metadata": {"file": "/admin/home/daisyden/0518/dlrm/mlperf_logger.py", "lineno": 109}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347075575, "event_type": "POINT_IN_TIME", "key": "submission_poc_name", "value": "reference_implementation", "metadata": {"file": "/admin/home/daisyden/0518/dlrm/mlperf_logger.py", "lineno": 113}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347075575, "event_type": "POINT_IN_TIME", "key": "submission_poc_email", "value": "reference_implementation", "metadata": {"file": "/admin/home/daisyden/0518/dlrm/mlperf_logger.py", "lineno": 117}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347075575, "event_type": "POINT_IN_TIME", "key": "seed", "value": 1621346963, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1153}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347075576, "event_type": "POINT_IN_TIME", "key": "global_batch_size", "value": 262144, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1154}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347076905, "event_type": "INTERVAL_END", "key": "init_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1216}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347076905, "event_type": "INTERVAL_START", "key": "run_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1218}}
